account	job	prebill	Site	name	GLCode	AFE	PO	Rep	description	startdate	stopdate	price	rate	
ElPaso Land Drilling	5002310	No	Patterson 628	Phone Number, Vendor Provided	4045050000050	150148		tracyp	7134459572	2011-05-31		0.00	
ElPaso Land Drilling	5002310	No	Patterson 628	Phone Number, Vendor Provided	4045050000050	150148		tracyp	7134459570	2011-05-31		0.00	
ElPaso Land Drilling	5002310	No	Patterson 628	Space Segment 512/128	4013050000000	150148		tracyp		2011-05-31		40.00	Day
ElPaso Land Drilling	5002362	No	Justiss 58	Phone Number, Vendor Provided	4045050000050	147811		tracyp	7134459577	2011-06-21		0.00	
ElPaso Land Drilling	5002362	No	Justiss 58	VSAT Dish, 1.2M Fixed	4043050000000	147811		tracyp		2011-06-21		0.00	
ElPaso Land Drilling	5002362	No	Justiss 58	Phone Number, Vendor Provided	4045050000050	147811		tracyp	7134459578	2011-06-21		0.00	
ElPaso Land Drilling	5002362	No	Justiss 58	VSAT Terminal Standard	4013050000000	147811		tracyp	customer owned router and switch. VSAT-1105	2011-06-21		0.00	
ElPaso Land Drilling	5002362	No	Justiss 58	Space Segment 512/128	4013050000000	147811		tracyp		2011-06-21		40.00	Day
ElPaso Land Drilling	5002377	No	Patterson 206	VSAT Dish, 1.2M Fixed	4043050000000	144168		patb		2011-06-15	2011-07-17	0.00	
ElPaso Land Drilling	5002377	No	Patterson 206	Phone Number, Vendor Provided	4045050000050	144168		patb	7134459541	2011-06-15	2011-07-17	0.00	
ElPaso Land Drilling	5002377	No	Patterson 206	Phone Number, Vendor Provided	4045050000050	144168		patb	7134459542	2011-06-15	2011-07-17	0.00	
ElPaso Land Drilling	5002377	No	Patterson 206	Space Segment 512/128	4013050000000	144168		patb		2011-06-15	2011-07-17	40.00	Day
ElPaso Land Drilling	5002377	No	Patterson 206	VSAT Terminal Standard	4013050000000	144168		patb	Customer owned router and switch VSAT- 1256	2011-06-15	2011-07-17	0.00	
ElPaso Land Drilling	5002381	No	Nabors 773	Phone Number, Vendor Provided	4045050000050	148860		tracyp	7134459682	2011-06-15		0.00	
ElPaso Land Drilling	5002381	No	Nabors 773	Phone Number, Vendor Provided	4045050000050	148860		tracyp	7134459680	2011-06-15		0.00	
ElPaso Land Drilling	5002381	No	Nabors 773	Space Segment 512/128	4013050000000	148860		tracyp		2011-06-15		40.00	Day
ElPaso Land Drilling	5002381	No	Nabors 773	VSAT Dish, 1.2M Fixed	4043050000000	148860		tracyp		2011-06-15		0.00	
ElPaso Land Drilling	5002381	No	Nabors 773	VSAT Terminal Standard	4013050000000	148860		tracyp	customer owned router and switch	2011-06-15		0.00	
ElPaso Land Drilling	5002381	No	Nabors 773	Phone Number, Vendor Provided	4045050000050	148860		tracyp	7134459681	2011-06-15		0.00	
ElPaso Land Drilling	5002382	No	Patterson 452	VSAT Terminal Standard	4013050000000	152385		tracyp		2011-06-07		0.00	
ElPaso Land Drilling	5002382	No	Patterson 452	Space Segment 512/128	4013050000000	152385		tracyp		2011-06-07		40.00	Day
ElPaso Land Drilling	5002382	No	Patterson 452	Phone Number, Vendor Provided	4045050000050	152385		tracyp	7134459581	2011-06-07		0.00	
ElPaso Land Drilling	5002382	No	Patterson 452	Phone Number, Vendor Provided	4045050000050	152385		tracyp	7134459580	2011-06-07		0.00	
ElPaso Land Drilling	5002382	No	Patterson 452	Phone Number, Vendor Provided	4045050000050	152385		tracyp	7134459579	2011-06-07		0.00	
ElPaso Land Drilling	5002382	No	Patterson 452	VSAT Dish, 1.2M Fixed	4043050000000	152385		tracyp		2011-06-07		0.00	
ElPaso Land Drilling	5002412	No	Patterson 206	VSAT Terminal Standard	4013050000000	150817		tracyp	Customer owned router and switch VSAT- 1256	2011-07-18		0.00	
ElPaso Land Drilling	5002412	No	Patterson 206	Space Segment 512/128	4013050000000	150817		tracyp		2011-07-18		40.00	Day
ElPaso Land Drilling	5002412	No	Patterson 206	Phone Number, Vendor Provided	4045050000050	150817		tracyp	7134459542	2011-07-18		0.00	
ElPaso Land Drilling	5002412	No	Patterson 206	Phone Number, Vendor Provided	4045050000050	150817		tracyp	7134459541	2011-07-18		0.00	
ElPaso Land Drilling	5002412	No	Patterson 206	VSAT Dish, 1.2M Fixed	4043050000000	150817		tracyp		2011-07-18		0.00	
Energy Partners Ltd	5000063	Yes	ST 41B	VSAT Terminal Internet Only	4013050000000			jerrelb	VSAT-1021 56911	2007-05-22		0.00	
Energy Partners Ltd	5000063	Yes	ST 41B	Space Segment 256/256	4013050000000			jerrelb		2007-05-22		27.50	Day
ENI Petroleum	5000151	Yes	Various	Phone Number, Iridium	4045050000050			tracyp	MST3105 881693115456	2007-08-23		0.00	
ENI Petroleum	5000151	Yes	Various	Phone Number, Iridium	4045050000050			tracyp	MST3106 881693115446	2007-08-23		0.00	
ENI Petroleum	5000151	Yes	Various	Phone Number, Iridium	4045050000050			tracyp	MST3108 881693115458	2007-08-23		0.00	
ENI Petroleum	5000151	Yes	Various	Phone Number, Iridium	4045050000050			tracyp	MST3107 881693115447	2007-08-23		0.00	
ENI Petroleum	5000151	Yes	Various	Satellite Phone, Irridium	4043050000000			tracyp	MST-3105	2007-08-23		50.00	Month
ENI Petroleum	5000151	Yes	Various	Satellite Phone, Irridium	4043050000000			tracyp	MST-3107	2007-08-23		50.00	Month
ENI Petroleum	5000151	Yes	Various	Satellite Phone, Irridium	4043050000000			tracyp	MST-3108	2007-08-23		50.00	Month
ENI Petroleum	5000151	Yes	Various	Satellite Phone, Irridium	4043050000000			tracyp	MST-3106	2007-08-23		50.00	Month
Estis Well Service	5001523	No	Estis #67	Phone, Cell	4043050000000			jerrelb		2010-07-01		20.00	Day
Estis Well Service	5001523	No	Estis #67	Phone Number, Lafayette	4045050000050			jerrelb	3376549863	2010-07-01		0.00	
Estis Well Service	5001524	No	Estiss #66	Phone, Cell	4043050000000			jerrelb		2010-06-23		20.00	Day
Estis Well Service	5001524	No	Estiss #66	Phone Number, Lafayette	4045050000050			jerrelb	3372578335	2010-06-23		0.00	
EV	5001756	No	Broussard Office	VSAT Terminal Internet Only	4013050000000			admin		2010-11-09		0.00	
EV	5001756	No	Broussard Office	Space Segment 512/128	4013050000000			admin		2010-11-09		0.00	
EV	5001756	No	Broussard Office	VSAT Dish, 1.2M Fixed	4043050000000			admin	Demo unit.	2010-11-09		0.00	
Forest Oil Corporation	5001986	No	Basic Rig 10	Space Segment 512/128	4013050000000		AFE 1114030	admin		2011-03-04	2011-07-15	70.00	Day
Forest Oil Corporation	5001986	No	Basic Rig 10	VSAT Dish, .96M Auto-Acquire	4043050000000		AFE 1114030	admin	Shared with Basic Marine	2011-03-04	2011-07-15	0.00	
Forest Oil Corporation	5001986	No	Basic Rig 10	VSAT Terminal Standard	4013050000000		AFE 1114030	admin	Shared with Basic Marine	2011-03-04	2011-07-15	0.00	
Fugro Geo Services	5000194	Yes	M/V Enterprise	Space Segment 512/512	4013050000000			waltm		2011-06-13		1215.00	month
Fugro Geo Services	5000194	Yes	M/V Enterprise	Phone Number, Iridium	4045050000050			waltm	Local N.O number 504 355 0742 881641498532	2007-12-14		65.00	Month
Fugro Geo Services	5000194	Yes	M/V Enterprise	Phone Number, Lafayette	4045050000050			waltm	3372109531	2007-10-22		0.00	
Fugro Geo Services	5000194	Yes	M/V Enterprise	Phone Number, Lafayette	4045050000050			waltm	3372109530	2007-10-22		0.00	
Fugro Geo Services	5000194	Yes	M/V Enterprise	VSAT Dish, Orbit AL 7103	4043050000000			waltm	orbit dish customer owned	2007-10-22		0.00	
Fugro Geo Services	5000346	Yes	MV Universal Surveyor	Space Segment 512/512	4013050000000			waltm		2011-06-13		1215.00	month
Fugro Geo Services	5000346	Yes	MV Universal Surveyor	Satellite Phone, Irridium	4043050000000			waltm	Customer owned phone 881641499112	2008-01-25		65.00	Month
Fugro Geo Services	5000346	Yes	MV Universal Surveyor	Phone Number, Lafayette	4045050000050			waltm	3372109526	2008-02-11		0.00	
Fugro Geo Services	5000346	Yes	MV Universal Surveyor	Phone Number, Houma	4045050000050			waltm	9857728526	2008-02-11		0.00	
Fugro Geo Services	5000346	Yes	MV Universal Surveyor	VSAT Terminal Standard	4013050000000			waltm	Customer owned 059980	2008-02-11		0.00	
Fugro Geo Services	5000346	Yes	MV Universal Surveyor	VSAT Dish, Orbit AL 7103	4043050000000			waltm	Customer owned.	2008-02-11		0.00	
Fugro Geo Services	5000421	Yes	Spare Unit Irridium	Phone Number, Iridium	4045050000050			waltm	New Orleans number 504-355-0751 881641401642	2008-03-05		65.00	Month
Fugro Geo Services	5000421	Yes	Spare Unit Irridium	Phone Number, Iridium	4045050000050			waltm	881641437323	2008-09-01		65.00	Month
Fugro Geo Services	5000421	Yes	Spare Unit Irridium	Airtime, Irridium	4045050000050			waltm	Local number 337-889-0133	2008-09-01		1.45	Minute
Fugro Geo Services	5001182	No	Data Modems	Satellite Data Modem, Irridium	4043050000000			waltm	300034012572570	2009-11-11		19.95	Month
Fugro Geo Services	5001182	No	Data Modems	Satellite Data Modem, Irridium	4043050000000			waltm	300034012577560	2009-11-11		19.95	Month
Fugro Geo Services	5001182	No	Data Modems	Satellite Data Modem, Irridium	4043050000000			waltm	300034012570540	2009-11-11		19.95	Month
Fugro Geo Services	5001182	No	Data Modems	Airtime, Irridium	4045050000050			waltm		0000-00-00		1.80	Kilobyte
Fugro Geo Services	5001182	No	Data Modems	Satellite Data Modem, Irridium	4043050000000			waltm	300034012937110	2009-11-11		19.95	Month
Fugro Geo Services	5001908	No	Fugro Geodetic Surveyor	Phone Number, Iridium	4045050000050			waltm	337-889-0617	2011-07-08		1.50	minute
Fugro Geo Services	5001908	No	Fugro Geodetic Surveyor	Space Segment 512/512	4013050000000			waltm		2011-06-13		1215.00	month
Fugro Geo Services	5001908	No	Fugro Geodetic Surveyor	Satellite Phone, Irridium	4043050000000			waltm	300214011502320	2011-07-08		20.00	day
Fugro Geo Services	5001908	No	Fugro Geodetic Surveyor	Phone Number, Iridium	4045050000050			waltm	Local N.O number 504-355-0749 881641499111	2011-01-26		65.00	Month
Fugro Geo Services	5001908	No	Fugro Geodetic Surveyor	Phone Number, Lafayette	4045050000050			waltm	3372109557	2011-01-26		0.00	
Fugro Geo Services	5001908	No	Fugro Geodetic Surveyor	Phone Number, Houma	4045050000050			waltm	9857728529	2011-01-26		0.00	
Fugro Geo Services	5001908	No	Fugro Geodetic Surveyor	VSAT Terminal Standard	4013050000000			waltm	Customer owned terminal	2011-01-26		0.00	
Fugro Geo Services	5001908	No	Fugro Geodetic Surveyor	VSAT Dish, Orbit AL 7103	4043050000000			waltm	Customer owned dish	2011-01-26		0.00	
Fugro Geo Services	5002222	No	KVH Mexico	Fax Machine	4043050000000			waltm	FAX-2112	2011-05-05		0.00	Day
Fugro Geo Services	5002222	No	KVH Mexico	Space Segment 256/128	4013050000000			waltm		2011-05-05		217.00	Day
Fugro Geo Services	5002222	No	KVH Mexico	Phone Number, Lafayette	4045050000050			waltm	3378061264	2011-05-05		0.00	Day
Fugro Geo Services	5002222	No	KVH Mexico	Phone Number, Lafayette	4045050000050			waltm	3378061265	2011-05-05		0.00	Day
Fugro Geo Services	5002222	No	KVH Mexico	VSAT Dish, KVH V7	4043050000000			waltm	VSAT-5011	2011-05-05		0.00	Day
GJTBS	5000279	Yes		Internet, 6M LUS On-Net	4011050000000			jerrelb	Upgraded as per Tim Proctor 1015000279	2008-04-03		565.00	Month
GML	5002037	No	MC 365	Satellite TV, DirecTV-TM	4013055000000			admin	4LF0103	2011-03-01		8.00	Day
GML	5002037	No	MC 365	Satellite TV, DirecTV-TM	4013055000000			admin	6LF0189	2011-04-01		8.00	Day
GML	5002038	No	ST 301	Satellite TV, DirecTV-TM	4013055000000			admin	2LF0040	2011-06-24		8.00	day
GML	5002038	No	ST 301	Satellite TV, DirecTV	4013050000000			admin	card 0027 4603 1265 receiver 0128 9507 2465 serial A10MF1DQ340355 	2011-06-24		8.00	day
GML	5002038	No	ST 301	Satellite TV, DirecTV-TM	4013055000000			admin	4LF0108	2011-03-01		8.00	Day
GML	5002039	No	Fourchon / Chevron pipeline	Satellite TV, DirecTV-TM	4013055000000			admin	6LF0188	2011-03-01		8.00	Day
GML	5002039	No	Fourchon / Chevron pipeline	Satellite TV, DirecTV-TM	4013055000000			admin	6LF0187	2011-03-01		8.00	Day
GML	5002043	No	ST 300	Satellite TV, DirecTV-TM	4013055000000			admin	4LF0101	2011-03-01		8.00	Day
GML	5002043	No	ST 300	Satellite TV, DirecTV-TM	4013055000000			admin	6LF0171	2011-03-01		8.00	Day
GML	5002043	No	ST 300	Satellite TV, DirecTV-TM	4013055000000			admin	6LF0172	2011-03-01		8.00	Day
GML	5002043	No	ST 300	Satellite TV, DirecTV-TM	4013055000000			admin	4LF0109	2011-03-01		8.00	Day
GML	5002044	No	GB 172 Salsa	Satellite TV, DirecTV-TM	4013055000000			admin	2LF0022	2011-03-01		8.00	Day
GML	5002044	No	GB 172 Salsa	Satellite TV, DirecTV-TM	4013055000000			admin	2LF0026	2011-03-01		8.00	Day
GML	5002044	No	GB 172 Salsa	Satellite TV, DirecTV-TM	4013055000000			admin	4LF0105	2011-03-01		8.00	Day
GML	5002044	No	GB 172 Salsa	Satellite TV, DirecTV-TM	4013055000000			admin	2LF0025	2011-03-01		8.00	Day
GML	5002044	No	GB 172 Salsa	Satellite TV, DirecTV-TM	4013055000000			admin	4LF0094	2011-03-01		8.00	Day
GML	5002045	No	GB 128	Satellite TV, DirecTV-TM	4013055000000			admin	2LF0023	2011-03-01		8.00	Day
GML	5002045	No	GB 128	Satellite TV, DirecTV-TM	4013055000000			admin	2LF0029	2011-03-01		8.00	Day
GML	5002045	No	GB 128	Satellite TV, DirecTV-TM	4013055000000			admin	6LF0181	2011-03-01		8.00	Day
GML	5002045	No	GB 128	Satellite TV, DirecTV-TM	4013055000000			admin	2LF0027	2011-03-01		8.00	Day
GML	5002045	No	GB 128	Satellite TV, DirecTV-TM	4013055000000			admin	6LF0182	2011-03-01		8.00	Day
GML	5002047	No	EI360C	Satellite TV, DirecTV-TM	4013055000000			admin	2LF0028	2011-03-01		8.00	Day
GML	5002047	No	EI360C	Satellite TV, DirecTV-TM	4013055000000			admin	4LF0102	2011-03-01		8.00	Day
GML	5002048	No	EI353D	Satellite TV, DirecTV-TM	4013055000000		gf	admin	4LF0097	2011-04-28		8.00	Day
GML	5002048	No	EI353D	Satellite TV, DirecTV-TM	4013055000000		gf	admin	4LF0098	2011-04-28		8.00	Day
GML	5002048	No	EI353D	Satellite TV, DirecTV-TM	4013055000000		gf	admin	4LF0110	2011-04-28		8.00	Day
GML	5002048	No	EI353D	Satellite TV, DirecTV-TM	4013055000000		gf	admin	8LF0435	2011-03-01		8.00	Day
GML	5002048	No	EI353D	Satellite TV, DirecTV-TM	4013055000000		gf	admin	6LF0176	2011-03-01		8.00	Day
GML	5002048	No	EI353D	Satellite TV, DirecTV-TM	4013055000000		gf	admin	2LF0024	2011-03-01		8.00	Day
GML	5002304	No	GC-19	Satellite TV, DirecTV-TM	4013055000000			tateh	6LF0096	2011-06-03		8.00	day
GML	5002304	No	GC-19	Satellite TV, DirecTV-TM	4013055000000			tateh	4LF0096	2011-06-03		8.00	day
GML	5002304	No	GC-19	Satellite TV, DirecTV-TM	4013055000000			tateh	4LF0095	2011-06-03		8.00	day
GML	5002324	No	VK-900 Chevron	Satellite TV, DirecTV-TM	4013055000000	UWGEJJ1503FEL		tateh	4LF0092 Card # 0022-0390-1828 	2011-07-14		8.00	day
GML	5002324	No	VK-900 Chevron	Satellite TV, DirecTV-TM	4013055000000	UWGEJJ1503FEL		tateh	4LF0099 Card # 0022 7261 2967 	2011-06-24		8.00	day
GML	5002357	No	EI-252LC Chevron	Satellite TV, DirecTV-TM	4013055000000	UWGWGM805152L		tateh	8LF0311 card 0024-7038-2090	2011-07-08		8.00	day
GML	5002357	No	EI-252LC Chevron	Satellite TV, DirecTV-TM	4013055000000	UWGWGM805152L		tateh	8LF0312 card 0024-7038-2231	2011-07-08		8.00	day
GML	5002357	No	EI-252LC Chevron	Satellite TV, DirecTV-TM	4013055000000	UWGWGM805152L		tateh	8LF0309 card 0024-7038-0201	2011-07-08		8.00	day
GML	5002357	No	EI-252LC Chevron	Satellite TV, DirecTV-TM	4013055000000	UWGWGM805152L		tateh	4LF0107 Card # 0023 8718 2609 	2011-06-24		8.00	day
GML	5002399	No	EI 306C	Satellite TV, DirecTV-TM	4013055000000			davids	A10MF1DQ351314	2000-01-01		8.00	day
GML	5002408	No	BORCO Platform – Bahamas	Satellite TV, DirecTV-TM	4013055000000			tateh		2011-07-28		8.00	day
Gobal Oilfield Contractors LLC	5002036	Yes	MV Lady Eldine	Phone Number, Iridium-TM	4045055000050			admin	4807555737	2011-03-01		55.00	Month
GOL Supply Boats	5002049	Yes	MV Kline Danos	VSAT Terminal Standard-TM	4013055000000			shawno		2011-04-24		0.00	
GOL Supply Boats	5002049	Yes	MV Kline Danos	VSAT Dish, KVH V7-TM	4043055000000			shawno	VSAT-5005	2011-04-24		0.00	
GOL Supply Boats	5002049	Yes	MV Kline Danos	Space Segment 512/256-TM	4013055000000			shawno		2011-04-24		195.00	Day
GOL Supply Boats	5002049	Yes	MV Kline Danos	Phone Number, Houston-TM	4045055000050			shawno	2819210707	2011-04-24		0.00	
GOL Supply Boats	5002049	Yes	MV Kline Danos	Phone Number, Houston-TM	4045055000050			shawno	2819210706	2011-04-24		0.00	
GOL Supply Boats	5002049	Yes	MV Kline Danos	Phone Number, Iridium-TM	4045055000050			shawno	4802635947	2011-03-01		55.00	Month
GOL Supply Boats	5002049	Yes	MV Kline Danos	Oceans mail-TM	4043055000000			shawno	4/1/2010 renewal E-Mail: klinedanos@ocens.net	2011-03-01		400.00	Yearly
GOL Supply Boats	5002214	Yes	MV Olivia Rae	Phone Number, Vendor Provided	4045050000050			shawno	Fax line on SATFAX 985-601-2594 FAX	2011-04-01		0.00	
GOL Supply Boats	5002214	Yes	MV Olivia Rae	VSAT dish, Azimuth .85m-TM	4043055000000			shawno	AT10033 antenna, AT10041 ACU	2011-04-01		0.00	
GOL Supply Boats	5002214	Yes	MV Olivia Rae	VSAT Terminal Gilat-TM	4013055000000			shawno	GS10033, RB10117, co10008, vo10130, st10096	2011-04-01		0.00	
GOL Supply Boats	5002214	Yes	MV Olivia Rae	Fax Machine-TM	4043055000000			shawno	MFC-295 CN, fx10142	2011-04-01		0.00	
GOL Supply Boats	5002214	Yes	MV Olivia Rae	Phone Number, New Orleans-TM	4045055000050			shawno	985-746-9257	2011-04-01		0.00	
GOL Supply Boats	5002214	Yes	MV Olivia Rae	Phone Number, New Orleans-TM	4045055000050			shawno	985-746-9256	2011-04-01		0.00	
GOL Supply Boats	5002214	Yes	MV Olivia Rae	Space Segment 1024/256-TM	4013055000000			shawno		2011-04-01		2650.00	Month
Goldking Onshore Operating	5002355	No	Gibson Shorebase	Phone Number, Vendor Provided	4045050000050			davids	9856310740	2011-07-19		7.50	day
Goldking Onshore Operating	5002355	No	Gibson Shorebase	Phone Number, Vendor Provided	4045050000050			davids	9856310704	2011-07-19		7.50	day
Goldking Onshore Operating	5002355	No	Gibson Shorebase	Phone Number, Vendor Provided	4045050000050			davids	9856310707	2011-07-19		7.50	day
Goldking Onshore Operating	5002355	No	Gibson Shorebase	Space Segment 512/128	4013050000000			davids		2011-07-19		20.00	day
Goldking Onshore Operating	5002355	No	Gibson Shorebase	VSAT Dish, 1.2M Fixed	4043050000000			davids		2011-07-19		0.00	
Goldking Onshore Operating	5002355	No	Gibson Shorebase	VSAT Terminal Internet Only	4013050000000			davids	56596	2011-07-19		0.00	
Goldking Onshore Operating	5002355	No	Gibson Shorebase	Phone, Cordless	4043050000000			davids		2011-07-19		3.50	day
Goldking Onshore Operating	5002355	No	Gibson Shorebase	2-Way Radio, VHF Hand Held	4043050000000			davids		2011-07-19		9.00	day
Goldking Onshore Operating	5002355	No	Gibson Shorebase	2-Way Radio, Marine Mobile	4043050000000			davids	MMR-4016	2011-07-19		9.00	day
Goldking Onshore Operating	5002356	No	Hercules 41	Phone Number, Houston	4045050000050			davids	2819210755	2011-07-21		0.00	
Goldking Onshore Operating	5002356	No	Hercules 41	Phone Number, Houma	4045050000050			davids	9857728550	2011-07-21		0.00	
Goldking Onshore Operating	5002356	No	Hercules 41	Space Segment 512/128	4013050000000			davids		2011-07-21		50.00	day
Goldking Onshore Operating	5002356	No	Hercules 41	VSAT Dish, 1.2M Fixed	4043050000000			davids		2011-07-21		0.00	
Goldking Onshore Operating	5002356	No	Hercules 41	VSAT Terminal Standard	4013050000000			davids	VSAT-1303	2011-07-21		0.00	
Goldking Onshore Operating	5002356	No	Hercules 41	2-Way Radio, Marine Mobile	4043050000000			davids	MOB-5055	2011-07-21		9.00	day
Goldking Onshore Operating	5002356	No	Hercules 41	Fax Machine	4043050000000			davids	FAX-2131	2011-07-21		10.00	day
Goldking Onshore Operating	5002356	No	Hercules 41	Phone, Cordless	4043050000000			davids		2011-07-21		3.50	day
GTG Automation	5001932	No	Pflueger, TX	VSAT Terminal Internet Only	4013050000000			tracyp	VSAT-1012	2011-02-01		0.00	
GTG Automation	5001932	No	Pflueger, TX	Space Segment 32/32	4013050000000			tracyp		2011-02-01		165.00	Month
Gulf Coast Tugs Inc	5002053	Yes	MV Larry J Hebert	Phone Number, Iridium-TM	4045055000050			shawno	4802635290	2011-03-01		55.00	Month
Gulf Offshore Marine	5002054	Yes	MV Miss Carli	Phone Number, Iridium-TM	4045055000050			shawno	4802635621	2011-03-01		55.00	Month
HB Rentals	5001086	No	VSAT-1120	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1120	johnp		2009-09-08		0.00	
HB Rentals	5001086	No	VSAT-1120	Space Segment 512/256	4013050000000		VSAT-1120	johnp		2009-09-08		20.00	Day
HB Rentals	5001086	No	VSAT-1120	Phone Number, Houston	4045050000050		VSAT-1120	johnp	fax 8324614608	2009-09-08		2.50	Day
HB Rentals	5001086	No	VSAT-1120	Phone Number, Houston	4045050000050		VSAT-1120	johnp	voice 8324614607	2009-09-08		2.50	Day
HB Rentals	5001086	No	VSAT-1120	VSAT Terminal Standard	4013050000000		VSAT-1120	johnp	VSAT-1120	2009-09-08		0.00	
HB Rentals	5001086	No	VSAT-1120	Phone Number, Houston	4045050000050		VSAT-1120	johnp	voice 8324614609	0000-00-00		0.00	
HB Rentals	5001086	No	VSAT-1120	Phone Number, Houston	4045050000050		VSAT-1120	johnp	fax 8324614610	0000-00-00		0.00	Day
HB Rentals	5001257	No	Mewborne Patterson125	VSAT Terminal Standard	4013050000000		VSAT 1149	johnp	Customer owned VSAT-1149	2010-01-07		0.00	
HB Rentals	5001257	No	Mewborne Patterson125	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1149	johnp		2010-01-07		0.00	
HB Rentals	5001257	No	Mewborne Patterson125	Space Segment 512/128	4013050000000		VSAT 1149	johnp		2010-01-07		15.00	Day
HB Rentals	5001257	No	Mewborne Patterson125	Phone Number, Dallas	4045050000050		VSAT 1149	johnp	4695335094	2010-01-07		2.50	Day
HB Rentals	5001257	No	Mewborne Patterson125	Phone Number, Dallas	4045050000050		VSAT 1149	johnp	4695335093	2010-01-07		2.50	Day
HB Rentals	5001312	No	VSAT-1144	Space Segment 512/128	4013050000000		VSAT-1144	johnp		2010-02-17		15.00	Day
HB Rentals	5001312	No	VSAT-1144	VSAT Terminal Standard	4013050000000		VSAT-1144	johnp	VSAT-1144	2010-02-17		0.00	
HB Rentals	5001312	No	VSAT-1144	Phone Number, Dallas	4045050000050		VSAT-1144	johnp	4695335115	2010-02-17		2.50	Day
HB Rentals	5001312	No	VSAT-1144	Phone Number, Dallas	4045050000050		VSAT-1144	johnp	4695335116	2010-02-17		2.50	Day
HB Rentals	5001312	No	VSAT-1144	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1144	johnp		2010-02-17		0.00	
HB Rentals	5001319	No	BP	Space Segment 512/256	4013050000000		VSAT 1027	johnp		2010-02-25		20.00	Day
HB Rentals	5001319	No	BP	VSAT Terminal Standard	4013050000000		VSAT 1027	johnp	VSAT-1027	2010-02-25		0.00	
HB Rentals	5001319	No	BP	Phone Number, Houston	4045050000050		VSAT 1027	johnp	8324614508	2010-02-25		2.50	Day
HB Rentals	5001319	No	BP	Phone Number, Houston	4045050000050		VSAT 1027	johnp	8324614507	2010-02-25		2.50	Day
HB Rentals	5001319	No	BP	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1027	johnp		2010-02-25		0.00	
HB Rentals	5001319	No	BP	Phone Number, Houston	4045050000050		VSAT 1027	johnp	8324614509	2010-02-25		2.50	Day
HB Rentals	5001319	No	BP	Phone Number, Houston	4045050000050		VSAT 1027	johnp	8324614510	2010-02-25		2.50	Day
HB Rentals	5001394	No	VSAT-1171	VSAT Terminal Standard	4013050000000		VSAT-1171	johnp	VSAT-1171	2010-04-11		0.00	Day
HB Rentals	5001394	No	VSAT-1171	Phone Number, Dallas	4045050000050		VSAT-1171	johnp	4695335145	2010-04-11		2.50	Day
HB Rentals	5001394	No	VSAT-1171	Phone Number, Dallas	4045050000050		VSAT-1171	johnp	4695335147	2010-04-11		2.50	Day
HB Rentals	5001394	No	VSAT-1171	Phone Number, Dallas	4045050000050		VSAT-1171	johnp	4695335146	2010-04-11		2.50	Day
HB Rentals	5001394	No	VSAT-1171	VSAT Dish, 1.2M Fixed	4043050000000		VSAT-1171	johnp		2010-04-11		0.00	
HB Rentals	5001394	No	VSAT-1171	Space Segment 512/256	4013050000000		VSAT-1171	johnp		2010-04-11		20.00	Day
HB Rentals	5001403	No	VSAT 1183	Phone Number, Houston	4045050000050		VSAT 1183	johnp	8324614511	2010-04-15		2.50	Day
HB Rentals	5001403	No	VSAT 1183	Phone Number, Houston	4045050000050		VSAT 1183	johnp	8324614512	2010-04-15		2.50	Day
HB Rentals	5001403	No	VSAT 1183	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1183	johnp		2010-04-15		0.00	
HB Rentals	5001403	No	VSAT 1183	Space Segment 512/128	4013050000000		VSAT 1183	johnp		2010-04-15		15.00	Day
HB Rentals	5001403	No	VSAT 1183	VSAT Terminal Standard	4013050000000		VSAT 1183	johnp	VSAT-1183	2010-04-15		0.00	
HB Rentals	5001468	No	VSAT 1205	Phone Number, Lafayette	4045050000050		VSAT 1205	johnp	3378061250	2010-05-14		2.50	Day
HB Rentals	5001468	No	VSAT 1205	VSAT Terminal Standard	4013050000000		VSAT 1205	johnp	VSAT-1205	2010-05-14		0.00	Day
HB Rentals	5001468	No	VSAT 1205	Phone Number, Lafayette	4045050000050		VSAT 1205	johnp	3378061251	2010-05-14		2.50	Day
HB Rentals	5001468	No	VSAT 1205	Phone Number, Lafayette	4045050000050		VSAT 1205	johnp	3378061252	2010-05-14		2.50	Day
HB Rentals	5001468	No	VSAT 1205	Phone Number, Lafayette	4045050000050		VSAT 1205	johnp	3378061253	2010-05-14		2.50	Day
HB Rentals	5001468	No	VSAT 1205	Space Segment 512/256	4013050000000		VSAT 1205	johnp		2010-05-14		20.00	Day
HB Rentals	5001473	No	VSAT 1042	VSAT Dish, 1.2M Fixed	4043050000000		VSAT 1042	johnp		2010-05-18		0.00	
HB Rentals	5001473	No	VSAT 1042	Space Segment 512/128	4013050000000		VSAT 1042	johnp		2010-05-18		15.00	Day
HB Rentals	5001473	No	VSAT 1042	VSAT Terminal Standard	4013050000000		VSAT 1042	johnp	VSAT-1042	2010-05-18		0.00	
HB Rentals	5001473	No	VSAT 1042	Phone Number, Dallas	4045050000050		VSAT 1042	johnp	4695335107	2010-05-18		2.50	Day
