L&M Botruc,5002073 ***,Yes,Space Segment 1024/512,Newcom X5 modem 068622,2011-05-31,,150.00,day
L&M Botruc,5002073,Yes,Switch, Ethernet 8 Port-TM,,2011-03-01,,0.00,
L&M Botruc,5002073,Yes,Switch, Ethernet 8 Port-TM,,2011-03-01,,0.00,
L&M Botruc,5002073,Yes,Phone Number, New Orleans-TM,9857461387,2011-03-01,,0.00,
L&M Botruc,5002073,Yes,Phone Number, New Orleans-TM,9857461387,2011-03-01,,0.00,
L&M Botruc,5002073,Yes,Phone Number, New Orleans-TM,9857461561,2011-03-01,,0.00,
L&M Botruc,5002073,Yes,Phone Number, New Orleans-TM,9857461561,2011-03-01,,0.00,
L&M Botruc,5002073,Yes,Fax Machine-TM,,2011-03-01,,0.00,
L&M Botruc,5002073,Yes,Fax Machine-TM,,2011-03-01,,0.00,
L&M Botruc,5002073,Yes,VSAT Terminal Gilat-TM,,2011-03-01,,0.00,
L&M Botruc,5002073,Yes,VSAT Terminal Gilat-TM,,2011-03-01,,0.00,
L&M Botruc,5002073,Yes,VSAT dish, Azimuth 1m-TM,,2011-03-01,,0.00,
L&M Botruc,5002073,Yes,VSAT dish, Azimuth 1m-TM,,2011-03-01,,0.00,
L&M Botruc,5002073,Yes,Phone Number, Vendor Provided-TM,Fax 9856012601,2011-03-01,,0.00,
L&M Botruc,5002073,Yes,Phone Number, Vendor Provided-TM,Fax 9856012601,2011-03-01,,0.00,
L&M Botruc,5002074 ***,Yes,Space Segment 1024/512,Newcom X5 modem 068462,2011-05-31,,150.00,day
L&M Botruc,5002074,Yes,Phone Number, New Orleans-TM,9857469269,2011-03-01,,0.00,
L&M Botruc,5002074,Yes,Phone Number, Vendor Provided-TM,Fax 9857464841,2011-03-01,,0.00,
L&M Botruc,5002074,Yes,Fax Machine-TM,,2011-03-01,,0.00,
L&M Botruc,5002074,Yes,VSAT Terminal Gilat-TM,,2011-03-01,,0.00,
L&M Botruc,5002074,Yes,VSAT dish, Azimuth 1m-TM,,2011-03-01,,0.00,
L&M Botruc,5002074,Yes,Switch, Ethernet 8 Port-TM,,2011-03-01,,0.00,
L&M Botruc,5002074,Yes,Phone Number, New Orleans-TM,9857469268,2011-03-01,,0.00,
L&M Botruc,5002075,Yes,Phone Number, Iridium-TM,SIM #8988169414001188588 4802635254,2011-03-01,,55.00,Month
L&M Botruc,5002075,Yes,Phone Number, Iridium-TM,SIM #8988169414001188596 4802635255,2011-03-01,,55.00,Month
L&M Botruc,5002075,Yes,Phone Number, Iridium-TM,SIM #8988169414001188604 4802635256,2011-03-01,,55.00,Month
Leighton Contractors (Singapore),5002076,Yes,Space Segment 1024/512-TM,,2011-03-01,,2600.00,Month
Leighton Contractors (Singapore),5002076,Yes,Phone Number, Houston-TM,2812990137,2011-03-01,,0.00,Month
Leighton Contractors (Singapore),5002076,Yes,Phone Number, Houston-TM,8324158021,2011-03-01,,0.00,Month
Leighton Contractors (Singapore),5002076,Yes,Phone Number, Houston-TM,2819154349,2011-03-01,,0.00,Month
Leighton Contractors (Singapore),5002076,Yes,Phone Number, Houston-TM,8324158022,2011-03-01,,0.00,Month
Leighton Contractors (Singapore),5002077,Yes,Space Segment 1024/512-TM,,2011-03-01,,2600.00,Month
Leighton Contractors (Singapore),5002077,Yes,Phone Number, Houston-TM,2816280029,2011-03-01,,0.00,
Leighton Contractors (Singapore),5002077,Yes,Phone Number, Houston-TM,2816280028,2011-03-01,,0.00,
Leighton Contractors (Singapore),5002078,Yes,Phone Number, Houston-TM,2812990080,2011-03-01,,0.00,
Leighton Contractors (Singapore),5002078,Yes,Phone Number, Houston-TM,7134222283,2011-03-01,,50.00,Month
Leighton Contractors (Singapore),5002078,Yes,Space Segment 1024/512-TM,,2011-03-01,,2600.00,Month
Leighton Contractors (Singapore),5002078,Yes,Phone Number, Houston-TM,2812990078,2011-03-01,,0.00,
Leighton Contractors (Singapore),5002078,Yes,Phone Number, Houston-TM,2812990079,2011-03-01,,0.00,
LLOG Exploration,5000087,Yes,Space Segment 512/128,,2007-06-23,,1500.00,Month
LLOG Exploration,5000087,Yes,Phone Number, Lafayette,3372109515,2007-06-23,,0.00,
LLOG Exploration,5000087,Yes,Phone Number, Lafayette,3372109516,2007-06-23,,0.00,
LLOG Exploration,5000096 ***,Yes,2-Way Radio, VHF Mobile,MOB-5005,2009-05-05,,228.00,Month
LLOG Exploration,5000096,Yes,Space Segment 512/128,,2007-07-15,,1500.00,Month
LLOG Exploration,5000096,Yes,Phone Number, Lafayette,3372109514,2007-07-15,,0.00,
LLOG Exploration,5000096,Yes,Phone Number, Lafayette,3372109513,2007-07-15,,0.00,
M2M Data Corporation,5002079,Yes,Phone Number, BGAN-TM,SIM #898709910412479389 772393983,2011-03-01,,46.20,Month
M2M Data Corporation,5002079,Yes,Static Ip Address, BGAN-TM,,2011-03-01,,26.60,Month
M2M Data Corporation,5002080,Yes,Phone Number, BGAN-TM,SIM #898709908412337431 772181758,2011-03-01,,46.20,Month
M2M Data Corporation,5002080,Yes,Static Ip Address, BGAN-TM,,2011-03-01,,26.60,Month
M2M Data Corporation,5002081,Yes,Static Ip Address, BGAN-TM,,2011-03-01,,26.60,Month
M2M Data Corporation,5002081,Yes,Phone Number, BGAN-TM,SIM #898700910412474087 772393576,2011-03-01,,46.20,Month
Maritech Resources Inc,5002084,Yes,VSAT Terminal Standard-TM,Modem: 115872,2011-03-01,,0.00,
Maritech Resources Inc,5002084,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Maritech Resources Inc,5002084,Yes,Phone Number, Vendor Provided-TM,Fax 3372059001,2011-03-01,,0.00,
Maritech Resources Inc,5002084,Yes,Phone Number, Lafayette-TM,3372050909,2011-03-01,,0.00,
Maritech Resources Inc,5002084,Yes,Fax Machine-TM,,2011-03-01,,0.00,
Maritech Resources Inc,5002084,Yes,Space Segment 1024/512-TM,,2011-03-01,,2300.00,
Maritech Resources Inc,5002084,Yes,Phone Number, Lafayette-TM,3372050908,2011-03-01,,0.00,
Maritech Resources Inc,5002085,Yes,VSAT Terminal Standard-TM,,2011-03-01,,0.00,
Maritech Resources Inc,5002085,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Maritech Resources Inc,5002085,Yes,Space Segment 256/128-TM,,2011-03-01,,1500.00,Month
Maritech Resources Inc,5002085,Yes,Fax Machine-TM,,0000-00-00,,0.00,
Maritech Resources Inc,5002085,Yes,Phone Number, Lafayette-TM,3372050245,2011-03-01,,0.00,
Maritech Resources Inc,5002085,Yes,Phone Number, Vendor Provided-TM,Fax 3372057943,2011-03-01,,0.00,
Maritech Resources Inc,5002085,Yes,Phone Number, Lafayette-TM,3372050246,2011-03-01,,0.00,
Maritech Resources Inc,5002087,Yes,VSAT Terminal Gilat-TM,,2011-03-01,,0.00,
Maritech Resources Inc,5002087,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Maritech Resources Inc,5002087,Yes,Phone Number, Lafayette-TM,3372050882,2011-03-01,,0.00,
Maritech Resources Inc,5002087,Yes,Phone Number, Lafayette-TM,3372050883,2011-03-01,,0.00,
Maritech Resources Inc,5002087,Yes,Phone Number, Vendor Provided-TM,Fax 3372059023,2011-03-01,,0.00,
Maritech Resources Inc,5002087,Yes,Space Segment 1024/512-TM,,2011-03-01,,2300.00,Month
Maritech Resources Inc,5002087,Yes,Phone Number, Lafayette-TM,3372050881,2011-03-01,,0.00,
Maritech Resources Inc,5002088,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Maritech Resources Inc,5002088,Yes,Space Segment 512/256-TM,,2011-03-01,,2000.00,Month
Maritech Resources Inc,5002088,Yes,VSAT Terminal Standard-TM,Modem: 113831,2011-03-01,,0.00,
Maritech Resources Inc,5002088,Yes,Phone Number, Lafayette-TM,3372050878,2011-03-01,,0.00,
Maritech Resources Inc,5002088,Yes,Phone Number, Lafayette-TM,3372050879,2011-03-01,,0.00,
Maritech Resources Inc,5002088,Yes,Phone Number, Vendor Provided-TM,Fax 3372059024,2011-03-01,,0.00,
Maritech Resources Inc,5002089,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Maritech Resources Inc,5002089,Yes,VSAT Terminal Gilat-TM,,2011-03-01,,0.00,
Maritech Resources Inc,5002089,Yes,Space Segment 1024/512-TM,,2011-03-01,,2300.00,Month
Maritech Resources Inc,5002089,Yes,Phone Number, Lafayette-TM,3372050886,2011-03-01,,0.00,
Maritech Resources Inc,5002089,Yes,Phone Number, Lafayette-TM,3372050885,2011-03-01,,0.00,
Maritech Resources Inc,5002089,Yes,Phone Number, Vendor Provided-TM,Fax 3372059022,2011-03-01,,0.00,
Maritech Resources Inc,5002090,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Maritech Resources Inc,5002090,Yes,VSAT Terminal Standard-TM,Modem: 114775,2011-03-01,,0.00,
Maritech Resources Inc,5002090,Yes,Space Segment 512/256-TM,,2011-03-01,,2000.00,Month
Maritech Resources Inc,5002090,Yes,Phone Number, Lafayette-TM,337-769-6153 has this line forwarded to it. 3372050888,2011-03-01,,0.00,
Maritech Resources Inc,5002090,Yes,Phone Number, Lafayette-TM,3372050889,2011-03-01,,0.00,
Maritech Resources Inc,5002090,Yes,Phone Number, Vendor Provided-TM,Fax 3372059028,2011-03-01,,0.00,
Maritech Resources Inc,5002094,Yes,VSAT Terminal Standard-TM,Modem: 120180,2011-03-01,,0.00,
Maritech Resources Inc,5002094,Yes,VSAT Dish, 1.2M Fixed-TM,,2011-03-01,,0.00,
Maritech Resources Inc,5002094,Yes,Space Segment 1024/512-TM,,2011-03-01,,2300.00,Month
Maritech Resources Inc,5002094,Yes,Phone Number, Lafayette-TM,3372050916,2011-03-01,,0.00,
Maritech Resources Inc,5002094,Yes,Phone Number, Lafayette-TM,3372050917,2011-03-01,,0.00,
Maritech Resources Inc,5002094,Yes,Phone Number, Lafayette-TM,Fax 3372059034,2011-03-01,,0.00,
Maritech Resources Inc,5002094,Yes,Fax Machine-TM,,2011-03-01,,0.00,
Maritech Resources Inc,5002095,Yes,Phone number, MSAT G2-TM,8773039878,2011-03-01,,20.00,Month
Maritech Resources Inc,5002095,Yes,Satellite Phone, MSAT G2-TM,MTID#154756,2011-03-01,,500.00,Month
Mark & Emmett Marine,5002096,Yes,Phone Number, Iridium-TM,SIM #8988169514000419817 881651465006,2011-03-01,,55.00,Month
Master Jimbo Inc,5002133,Yes,Satellite Phone, Irridium-TM,SIM#8988169414001188653 4082635370,2011-03-01,,55.00,Month
Monica Ann LLC,5002097,Yes,Phone Number, Iridium-TM,SIM #898816951400041973 887651428636,2011-03-01,,55.00,Month
Montco Offshore, Inc.,5002186,Yes,Phone Number, Houston,2819210751,2011-04-30,,0.00,
Montco Offshore, Inc.,5002186,Yes,Fax Machine,FAX-2114,2011-04-30,,12.00,Day
Montco Offshore, Inc.,5002186,Yes,Phone Number, Houston,2819210752,2011-04-30,,0.00,
Montco Offshore, Inc.,5002186,Yes,VSAT Terminal Standard,VSAT-5007,2011-04-30,,0.00,
Montco Offshore, Inc.,5002186,Yes,Space Segment 512/256,,2011-04-30,,4450.00,Month
Montco Offshore, Inc.,5002186,Yes,VSAT Dish, KVH V7,,2011-04-30,,0.00,
MR Zachary LLC,5002098,Yes,Phone Number, Iridium-TM,SIM #8988169514000419460 4807566449,2011-03-01,,55.00,Month
MS Lauren LLC,5002099,Yes,Phone number, Inmarsat-TM,SIM #8988169514000419361 4802635788,2011-03-01,,55.00,Month
MS Yvonne LLC,5002100,Yes,Phone Number, Iridium-TM,SIM #8988169224000450636 4802637629,2011-03-01,,55.00,Month
Murphy Exploration and Production,5000002,Yes,Long Distance,Irridium Airtime,2007-01-19,,1.25,Minute
Murphy Exploration and Production,5000002,Yes,Satellite Phone, Irridium,9505A w/docking station MST-3102,2007-01-19,,485.00,Month
Murphy Exploration and Production,5000002,Yes,Phone Number, Iridium,SIM#8988169414000161511 Direct Call 504-355-0138 881641448633,2007-01-19,,0.00,
Murphy Exploration and Production,5000016,Yes,Long Distance,,2007-01-19,,1.25,Minute
Murphy Exploration and Production,5000016,Yes,Satellite Phone, Irridium,9505A w/docking station MST-3101,2007-01-19,,485.00,Month
Murphy Exploration and Production,5000016,Yes,Phone Number, Iridium,SIM#8988169414000160398Direct Call 504-355-0137 881641448634,2007-01-19,,0.00,
Offshore Liftboats,5002110,Yes,VSAT Dish, .96M Auto-Acquire-TM,,2011-03-01,,0.00,
Offshore Liftboats,5002110,Yes,VSAT Terminal Standard-TM,Modem: 116499,2011-03-01,,0.00,
Offshore Liftboats,5002110,Yes,Space Segment 512/256-TM,,2011-03-01,,2500.00,Month
Offshore Liftboats,5002110,Yes,Phone Number, New Orleans-TM,9857464440,2011-03-01,,0.00,
Offshore Liftboats,5002110,Yes,Phone Number, New Orleans-TM,9857464439,2011-03-01,,0.00,
Offshore Liftboats,5002110,Yes,Phone Number, New Orleans-TM,9857464441,2011-03-01,,0.00,
Offshore Liftboats,5002110,Yes,Phone Number, Vendor Provided-TM,Fax 9852353022,2011-03-01,,0.00,
Offshore Liftboats,5002110,Yes,Phone Number, Vendor Provided-TM,Fax 9852353023,2011-03-01,,0.00,
Offshore Liftboats,5002110,Yes,Phone Number, Vendor Provided-TM,Fax 9852353021,2011-03-01,,0.00,
Offshore Liftboats,5002112,Yes,VSAT Terminal Standard-TM,Modem: 115801,2011-03-01,,0.00,
Offshore Liftboats,5002112,Yes,VSAT dish, Azimuth .85m-TM,,2011-03-01,,0.00,
Offshore Liftboats,5002112,Yes,Space Segment 256/128-TM,,2011-03-01,,2650.00,Month
Offshore Liftboats,5002112,Yes,Phone Number, Vendor Provided-TM,Fax 9854769323,2011-03-01,,0.00,
Offshore Liftboats,5002112,Yes,Phone Number, Houston-TM,7134422561,2011-03-01,,0.00,
Offshore Liftboats,5002112,Yes,Fax Machine-TM,,2011-03-01,,0.00,
Offshore Liftboats,5002112,Yes,Phone Number, Vendor Provided-TM,Fax 7139604858,2011-03-01,,0.00,
Offshore Liftboats,5002112,Yes,Phone Number, New Orleans-TM,9857464444,2011-03-01,,0.00,
Offshore Liftboats,5002112,Yes,Phone Number, Houston-TM,7134422562,2011-03-01,,0.00,
Orion,5000246,Yes,VSAT Terminal Standard,,2007-11-01,,0.00,
Orion,5000246,Yes,Phone Number, Lafayette,3372109506,2007-11-01,,0.00,
OSFI/ Offshore Specialty,5002113,Yes,Phone Number, Houma-TM,9857728555,2000-01-01,,105.00,Day
OSFI/ Offshore Specialty,5002113,Yes,Phone Number, Houma-TM,9857728554,2000-01-01,,105.00,Day
OSFI/ Offshore Specialty,5002113,Yes,VSAT dish, Azimuth 1m-TM,,2011-03-01,,2600.00,Month
OSFI/ Offshore Specialty,5002113,Yes,VSAT Terminal Standard-TM,Modem: 103172,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002113,Yes,Space Segment 512/256-TM,,2011-03-01,,1465.00,Month
OSFI/ Offshore Specialty,5002113,Yes,Fax Machine-TM,Customer provides fax line from Houma,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002113,Yes,Call Barring-TM,,2011-03-01,,10.00,Month
OSFI/ Offshore Specialty,5002113,Yes,Phone Number, New Orleans-TM,9857464977,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002113,Yes,Network Monitoring-TM,,2011-03-01,,200.00,Month
OSFI/ Offshore Specialty,5002113,Yes,Satellite Phone, Irridium-TM,SIM #8988169514000416508,2011-03-01,,210.00,Month
OSFI/ Offshore Specialty,5002113,Yes,Phone Number, Iridium-TM,4804586456,2011-03-01,,55.00,Month
OSFI/ Offshore Specialty,5002113,Yes,Satellite Phone, MSAT G2-TM,MTID#117919,2011-03-01,,300.00,Month
OSFI/ Offshore Specialty,5002113,Yes,Phone, Bell Style Coinless-TM,,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002113,Yes,Talkgroup, MSAT G2-TM,,2011-03-01,,71.00,Month
OSFI/ Offshore Specialty,5002113,Yes,Phone Number, New Orleans-TM,9857464972,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002113,Yes,Phone number, MSAT G2-TM,866-292-2902,2011-03-01,,10.00,Month
OSFI/ Offshore Specialty,5002113,Yes,Phone, Bell Style Coinless-TM,,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002114,Yes,Voice and Internet service-TM,,2011-03-01,,150.00,Month
OSFI/ Offshore Specialty,5002114,Yes,Private Line, T1-TM,Houma to Atlanta,2011-03-01,,1161.50,Month
OSFI/ Offshore Specialty,5002114,Yes,Gateway, SIP 8 port-TM,,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002115,Yes,Talkgroup, MSAT G2-TM,,2011-03-01,,71.00,Month
OSFI/ Offshore Specialty,5002115,Yes,Satellite Phone, MSAT G2-TM,MTID#,2011-03-01,,300.00,Month
OSFI/ Offshore Specialty,5002115,Yes,Phone number, MSAT G2-TM,,2011-03-01,,10.00,Month
OSFI/ Offshore Specialty,5002116,Yes,Phone Number, Houma-TM,9857728551,2000-01-01,,105.00,Day
OSFI/ Offshore Specialty,5002116,Yes,VSAT dish, Azimuth .85m-TM,,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002116,Yes,VSAT Terminal Standard-TM,Modem: 103283,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002116,Yes,Space Segment, 128/64-TM,,2011-03-01,,2000.00,Month
OSFI/ Offshore Specialty,5002116,Yes,Phone Number, New Orleans-TM,9857469254,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002116,Yes,Phone Number, Vendor Provided-TM,Fax Line 9857464843,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002117,Yes,Phone Number, Houma-TM,9857728553,2000-01-01,,105.00,Day
OSFI/ Offshore Specialty,5002117,Yes,Phone Number, Houma-TM,9857728552,2000-01-01,,105.00,Day
OSFI/ Offshore Specialty,5002117,Yes,VSAT dish, Azimuth 1m-TM,,2011-03-01,,2600.00,Month
OSFI/ Offshore Specialty,5002117,Yes,VSAT Terminal Standard-TM,Modem: 103277,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002117,Yes,Space Segment 512/256-TM,,2011-03-01,,1465.00,Month
OSFI/ Offshore Specialty,5002117,Yes,Talkgroup, MSAT G2-TM,,2011-03-01,,71.00,Month
OSFI/ Offshore Specialty,5002117,Yes,Fax Machine-TM,,0000-00-00,,0.00,
OSFI/ Offshore Specialty,5002117,Yes,Phone Number, New Orleans-TM,9857464976,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002117,Yes,Phone Number, Iridium-TM,4804586454,2011-03-01,,55.00,Month
OSFI/ Offshore Specialty,5002117,Yes,Satellite Phone, Irridium-TM,SIM #8988169514000418561,2011-03-01,,210.00,Month
OSFI/ Offshore Specialty,5002117,Yes,Network Monitoring-TM,,2011-03-01,,200.00,Month
OSFI/ Offshore Specialty,5002117,Yes,Satellite Phone, MSAT G2-TM,MTID#154849,2011-03-01,,300.00,Month
OSFI/ Offshore Specialty,5002117,Yes,Call Barring-TM,,2011-03-01,,10.00,Month
OSFI/ Offshore Specialty,5002117,Yes,Phone Number, New Orleans-TM,9857464975,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002117,Yes,Phone number, MSAT G2-TM,8772659141,2011-03-01,,10.00,Month
OSFI/ Offshore Specialty,5002117,Yes,Phone, Bell Style Coinless-TM,,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002117,Yes,Phone, Bell Style Coinless-TM,,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002118,Yes,Phone Number, Houma-TM,9857728557,2000-01-01,,105.00,Day
OSFI/ Offshore Specialty,5002118,Yes,Space Segment, 128/64-TM,,2011-03-01,,2000.00,Month
OSFI/ Offshore Specialty,5002118,Yes,VSAT Terminal Standard-TM,Modem: 115793,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002118,Yes,VSAT dish, Azimuth .85m-TM,,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002118,Yes,Phone Number, New Orleans-TM,9854644293,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002118,Yes,Phone Number, Vendor Provided-TM,Fax Line 9857469091,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002119,Yes,Phone Number, Houma-TM,985-772-8556,2000-01-01,,105.00,Day
OSFI/ Offshore Specialty,5002119,Yes,VSAT dish, Azimuth .85m-TM,,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002119,Yes,VSAT Terminal Standard-TM,Modem: 120175,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002119,Yes,Space Segment, 128/64-TM,,2011-03-01,,2000.00,Month
OSFI/ Offshore Specialty,5002119,Yes,Phone Number, New Orleans-TM,9857469265,2011-03-01,,0.00,
OSFI/ Offshore Specialty,5002119,Yes,Phone Number, Vendor Provided-TM,Fax Line 9857469322,2011-03-01,,0.00,
Pisces Energy,5000546,Yes,Phone Number, Vendor Provided,Troy DID: 337.806.1304 3379841524,2008-06-06,,34.99,Month
Pisces Energy,5000546,Yes,Internet, 3M LUS Off-Net,Changed offices on 12/16/10,2010-12-16,,487.50,Month
Pisces Energy,5000546,Yes,2-Way Complete, Native,3373669918,2008-06-06,,34.99,Month
Pisces Energy,5000546,Yes,Hosted PBX Service,Wayne DID: 337.806.1302 1015000546,2008-06-06,,250.00,Month
Pisces Energy,5000584,Yes,Phone Number, New Orleans,5043219501,2008-07-08,,0.00,
Pisces Energy,5000584,Yes,Phone Number, New Orleans,5043219500,2008-07-08,,0.00,
Pisces Energy,5000584,Yes,Satellite TV, DirecTV,1st receiver 004686578164,2008-07-08,,150.00,Month
Pisces Energy,5000584,Yes,Satellite TV, DirecTV,2nd receiver 002392347486,2008-07-08,,50.00,Month
Pisces Energy,5000584,Yes,VSAT Dish, SeaTel 4006,,2009-09-18,,0.00,
Pisces Energy,5000584,Yes,Space Segment 512/384,,2008-07-08,,3500.00,Month
Pisces Energy,5000584,Yes,VSAT Terminal Standard,053983,2008-07-08,,0.00,
Pisces Energy,5000584,Yes,2-Way Radio, Marine Mobile,ch 1 159.75 pl 94.8 ch2 159.96 pl 91.5  TW10003,2008-07-08,,0.00,
Pisces Energy,5000605,Yes,Phone Number, New Orleans,5043219521,2008-07-03,,0.00,
Pisces Energy,5000605,Yes,VSAT Dish, 1.2M Fixed,,2008-07-03,,0.00,
Pisces Energy,5000605,Yes,VSAT Terminal Standard,Modem: 80798 VSAT-1077,2008-07-03,,0.00,
Pisces Energy,5000605,Yes,2-Way Radio, VHF Mobile,ch 1 159.75 pl 94.8 ch2 159.96 pl 91.5 Cus. Owned MOB-5006,2008-07-03,,0.00,
Pisces Energy,5000605,Yes,Satellite TV, DirecTV,012754459647,2008-10-08,,150.00,Month
Pisces Energy,5000605,Yes,Phone Number, New Orleans,5043219520,2008-07-03,,0.00,
Pisces Energy,5000605,Yes,Space Segment 512/256,,2008-07-03,,1650.00,Month
Pisces Energy,5000606,Yes,Phone Number, New Orleans,5043219522,2008-07-14,,0.00,
Pisces Energy,5000606,Yes,Space Segment 512/256,,2008-07-14,,1650.00,Month
Pisces Energy,5000606,Yes,VSAT Dish, 1.2M Fixed,,2008-07-14,,0.00,
Pisces Energy,5000606,Yes,VSAT Terminal Standard,Modem: 53605 VSAT-1045,2008-07-14,,0.00,
Pisces Energy,5000606,Yes,2-Way Radio, VHF Mobile,ch 1 159.75 pl 94.8 ch 2 159.96 pl 91.5 Cus. Owned MOB-5012,2008-07-14,,0.00,
Pisces Energy,5000606,Yes,Satellite TV, DirecTV,012754734726,2008-07-14,,150.00,Month
Pisces Energy,5000606,Yes,Phone Number, New Orleans,fax line 5043219523,2008-07-14,,0.00,
Pisces Energy,5000606,Yes,Satellite TV, DirecTV,second receiver a10gb8ha311429,2008-10-07,,50.00,Month
Pisces Energy,5000607,Yes,Phone Number, New Orleans,5043219505,2008-07-04,,0.00,
Pisces Energy,5000607,Yes,VSAT Dish, 1.2M Fixed,,2008-07-04,,0.00,
Pisces Energy,5000607,Yes,VSAT Terminal Standard,Modem: 76504 VSAT-1051,2008-07-04,,0.00,
Pisces Energy,5000607,Yes,2-Way Radio, VHF Mobile,ch 1 159.75 pl 94.8 ch2 159.96 pl 91.5 MOB-5002,2008-07-04,,0.00,
Pisces Energy,5000607,Yes,Satellite TV, DirecTV,second receiver 004694458490,2009-07-01,,50.00,Month
Pisces Energy,5000607,Yes,Satellite TV, DirecTV,receiver for pesky,2009-09-23,,50.00,Month
Pisces Energy,5000607,Yes,Phone Number, New Orleans,5043219506,2008-07-04,,0.00,
Pisces Energy,5000607,Yes,Space Segment 512/256,,2008-07-04,,1650.00,Month
Pisces Energy,5000607,Yes,Satellite TV, DirecTV,012751586939,2008-07-04,,150.00,Month
Pisces Energy,5000617,Yes,Phone Number, Lafayette,3372109545,2008-07-12,,0.00,
Pisces Energy,5000617,Yes,Phone Number, Lafayette,3372109546,2008-07-12,,0.00,
Pisces Energy,5000617,Yes,VSAT Dish, 1.2M Fixed,,2008-07-12,,0.00,
Pisces Energy,5000617,Yes,VSAT Terminal Standard,Modem: 76745 VSAT-1055,2008-07-12,,0.00,
Pisces Energy,5000617,Yes,Space Segment 64/64,,2009-11-01,,925.00,Month
Pisces Energy,5000619,Yes,Phone Number, Lafayette,3372109548,2008-07-13,,0.00,
Pisces Energy,5000619,Yes,Phone Number, Lafayette,3372109549,2008-07-13,,0.00,
Pisces Energy,5000619,Yes,VSAT Dish, 1.2M Fixed,,2008-07-13,,0.00,
Pisces Energy,5000619,Yes,Space Segment 512/256,,2008-07-13,,1650.00,Month
Pisces Energy,5000619,Yes,VSAT Terminal Standard,Modem: 82547 VSAT-1090,2008-07-13,,0.00,
Pisces Energy,5000619,Yes,Satellite TV, DirecTV,added 12/2/10; second receiver never on acct REB 012754582398,2008-07-13,,50.00,Month
Pisces Energy,5000619,Yes,Satellite TV, DirecTV,012757297994,2008-07-13,,150.00,Month
Pisces Energy,5000620,Yes,Phone Number, Lafayette,3372109543,2008-07-14,,0.00,
Pisces Energy,5000620,Yes,Satellite TV, DirecTV,029391697348,2008-07-14,,150.00,Month
Pisces Energy,5000620,Yes,VSAT Terminal Standard,VSAT-1018,2008-07-14,,0.00,
Pisces Energy,5000620,Yes,Satellite TV, DirecTV,Second rcvr added 12/2/10 REB 004686632946,2008-07-14,,50.00,Month
Pisces Energy,5000620,Yes,Phone Number, Lafayette,3372109547,2008-07-14,,0.00,
Pisces Energy,5000620,Yes,VSAT Dish, 1.2M Fixed,,2008-07-14,,0.00,
Pisces Energy,5000620,Yes,Space Segment 512/256,,2008-07-14,,1650.00,Month
Pisces Energy,5000621,Yes,Phone Number, Lafayette,3372109533,2008-07-11,,0.00,
Pisces Energy,5000621,Yes,VSAT Dish, 1.2M Fixed,,2008-07-11,,0.00,
Pisces Energy,5000621,Yes,Space Segment 512/256,,2008-07-11,,1650.00,Month
Pisces Energy,5000621,Yes,VSAT Terminal Standard,Modem: 83048 VSAT-1069,2008-07-11,,0.00,
Pisces Energy,5000621,Yes,Satellite TV, DirecTV,a10gb8kn610739,2008-10-17,,150.00,Month
Pisces Energy,5000621,Yes,Phone Number, Lafayette,3372109532,2008-07-11,,0.00,
Pisces Energy,5000654,Yes,2-Way Radio, VHF Mobile,ch1 159.75 pl 94.8 ch2 159.96 pl 91,5 Customer own MOB-5034,2008-12-05,,0.00,
Pisces Energy,5000654,Yes,2-Way Radio, Marine Mobile,Customer owned MMR-4009,2008-12-05,,0.00,
Pisces Energy,5000654,Yes,Phone Number, Vendor Provided,Cameron Communications 3377752255,2008-12-05,,0.00,
